map_name,raw_box_size_pixel,raw_pixel_size_angstrom
emd_25074,256,1.015
emd_25171,300,1.08
emd_25395,200,0.99019
emd_25525,156,1.34564
emd_25539,400,0.95
emd_25743,400,1.058
emd_26379,512,1.08
emd_26617,320,0.825
emd_26619,280,1.1
emd_26835,384,0.8521001
emd_26837,256,1.066
emd_27328,384,0.7093
emd_27631,210,2.166
emd_31580,480,0.85
emd_31581,480,0.85
emd_31620,256,1.1
emd_31669,486,1.1
emd_31670,336,1.09
emd_31806,256,0.858
emd_31907,160,1.4
emd_31909,200,1.4
emd_32244,320,0.85
emd_33271,256,1.1
emd_33442,200,1.08
emd_33443,200,1.08
emd_33444,200,1.071
emd_13113,480,1.06
emd_13114,480,1.06
emd_13420,432,1.06
emd_15001,320,1.065
emd_15002,320,1.065
emd_15003,320,1.065
emd_15086,360,1.047
emd_15396,384,2.489
emd_24947,400,0.856
emd_25710,430,1.0780001
emd_26599,256,0.91
emd_26707,280,0.83
emd_26940,380,0.415
emd_26954,422,0.41499996
emd_26955,406,0.41499996
emd_26958,452,0.415
emd_26961,300,1.069
emd_26973,294,0.415
emd_26979,406,0.41499996
emd_26992,180,1.115
emd_27236,224,1.15
emd_27237,224,1.15
emd_27241,224,1.15
emd_27242,224,0.91
emd_32078,360,0.87
emd_32638,480,1.07
emd_32646,384,0.82
emd_32902,384,1.064
emd_33243,320,0.88
emd_33245,320,0.88
emd_33453,360,1.061
emd_33456,360,1.061
emd_33458,360,1.061
emd_33459,360,1.061
emd_33554,320,0.675
emd_12554,450,1.06
emd_13799,256,1.06
emd_14763,432,0.8600001
emd_24948,400,0.856
emd_25373,304,0.866
emd_25542,400,0.95
emd_25824,370,1.09
emd_26397,256,1.1
emd_26598,256,0.91
emd_26710,280,0.83
emd_26874,398,0.415
emd_26918,288,0.415
emd_26944,312,0.415
emd_26951,266,0.415
emd_26953,286,0.415
emd_26960,450,0.83
emd_26975,260,0.415
emd_26988,450,0.83
emd_27234,224,1.15
emd_27235,224,1.15
emd_27240,224,1.15
emd_27430,400,0.829
emd_27431,400,0.831
emd_31531,700,2.21
emd_32647,384,0.82
emd_32648,384,0.82
emd_32651,240,1.064
emd_33244,320,0.88
emd_33246,320,0.88
emd_33359,188,1.014
emd_33362,192,1.014
emd_33455,360,1.061
emd_33460,360,1.061
emd_33555,320,0.675
emd_33556,320,0.675
emd_13802,360,1.06
emd_14077,256,1.1672
emd_15072,360,1.047
emd_24946,400,0.856
emd_24949,400,0.856
emd_25374,304,0.866
emd_25546,400,0.95
emd_25547,400,0.95
emd_25549,400,0.95
emd_25550,400,0.95
emd_25551,400,0.95
emd_25553,400,0.95
emd_25554,400,0.95
emd_25555,400,0.95
emd_25556,400,0.95
emd_25597,400,0.95
emd_25598,400,0.95
emd_25599,400,0.95
emd_25709,430,1.08
emd_26192,512,1.08
emd_26398,110,2.6763635
emd_26399,110,2.6763635
emd_26400,110,2.6763635
emd_26519,384,1.0922
emd_26567,300,0.84
emd_26597,256,0.91
emd_26917,276,0.415
emd_26919,242,0.415
emd_26943,900,0.415
emd_26952,262,0.415
emd_26978,344,0.415
emd_32639,480,1.07
emd_33233,240,1.0825
emd_33242,320,0.88
emd_33515,280,0.93
emd_33557,320,0.675
emd_11982,380,0.83
emd_12982,360,0.82000005
emd_14715,528,0.818
emd_25432,216,1.08
emd_25527,400,0.95
emd_25528,400,0.95
emd_25533,400,0.95
emd_25585,288,1.079
emd_26866,400,1.1
emd_27021,324,0.9142
emd_27022,324,0.9142
emd_27239,224,1.15
emd_31518,400,1.12
emd_31842,450,0.88
emd_31853,300,0.88
emd_31860,400,0.88
emd_31863,400,0.88
emd_31473,128,3.575
emd_31873,450,0.81
emd_31914,256,1.0825
emd_32080,360,0.874
emd_32081,360,0.874
emd_32552,320,1.064
emd_32553,480,1.064
emd_33108,256,1.045
emd_33211,320,1.07
emd_33324,320,1.07
emd_33461,360,1.061
emd_33462,360,1.061
emd_33464,360,1.061
emd_33601,240,1.076
emd_33707,288,0.6975
emd_12975,360,0.82000005
emd_13111,480,1.06
emd_13342,360,0.82000005
emd_13980,540,0.83
emd_14539,300,1.06
emd_14543,260,1.06
emd_14544,300,1.072
emd_14575,300,1.06
emd_14714,528,0.818
emd_15233,400,0.638
emd_25529,400,0.95
emd_25531,400,0.95
emd_25541,400,0.95
emd_25543,400,0.95
emd_25544,400,0.95
emd_25570,360,1.12
emd_25571,360,1.12
emd_26863,256,1.36
emd_27129,400,0.83
emd_27133,400,0.83
emd_27134,400,0.83
emd_31513,256,1.36
emd_31515,300,1.1
emd_31845,450,0.88
emd_31849,300,0.88
emd_31850,300,0.88
emd_31857,300,0.88
emd_31858,300,0.88
emd_31866,400,0.88
emd_31868,400,0.81
emd_32373,240,1.07
emd_32591,180,1.06
emd_33107,256,1.045
emd_33144,300,0.6746
emd_33210,320,1.07
emd_33212,320,1.04
emd_33325,320,1.07
emd_13115,480,1.06
emd_14001,540,0.83
emd_25433,216,1.08
emd_25434,216,1.08
emd_25534,400,0.95
emd_25583,300,1.079
emd_25589,400,0.95
emd_25594,400,0.95
emd_25595,400,0.95
emd_25604,400,0.95
emd_25620,400,0.95
emd_26868,256,1.1
emd_26869,256,1.1
emd_27135,300,0.83
emd_31512,256,1.36
emd_31514,256,1.36
emd_31841,450,0.88
emd_31844,450,0.88
emd_31846,450,0.88
emd_31847,440,0.88000005
emd_31851,440,0.88000005
emd_31852,440,0.88000005
emd_31869,400,0.81
emd_31904,320,0.8433
emd_32543,256,0.829
emd_33019,360,1.07
emd_33103,240,1.1166667
emd_33602,240,1.076
emd_33666,192,0.98
emd_12987,256,0.82
emd_14117,208,1.294
emd_14169,352,1.09
emd_14618,113,0.85
emd_24406,240,1.073
emd_25590,400,0.95
emd_25591,400,0.95
emd_25592,400,0.95
emd_25593,400,0.95
emd_25600,400,0.95
emd_25601,400,0.95
emd_25750,260,1.06
emd_25813,360,0.83500004
emd_27203,420,1.2
emd_31506,256,1.36
emd_31508,256,1.36
emd_31509,256,1.36
emd_31510,256,1.36
emd_31516,256,1.12
emd_31517,300,1.12
emd_31562,200,0.86
emd_31848,440,0.88000005
emd_31855,440,0.88000005
emd_31856,440,0.88000005
emd_31859,400,0.88
emd_31862,400,0.88
emd_31865,400,0.88
emd_31867,450,0.81
emd_31870,400,0.81
emd_31872,450,0.81
emd_31940,320,2.24
emd_31942,256,2.24
emd_32374,240,1.07
emd_32375,240,1.07
emd_32376,240,1.07
emd_32670,576,0.778
emd_32671,576,0.778
emd_32672,576,0.778
emd_32673,576,0.778
emd_32675,576,0.778
emd_13485,400,0.86
emd_14115,416,0.647
emd_14116,208,1.294
emd_14224,200,1.06
emd_15017,220,1.06
emd_24791,400,1.06
emd_24927,400,1.06
emd_26385,360,1.3225
emd_26825,300,1.617
emd_26828,300,1.617
emd_26829,300,1.617
emd_26920,420,1.1
emd_26922,420,1.1
emd_26927,208,2.1382
emd_27061,400,1.07
emd_27067,400,1.07
emd_27069,400,1.07
emd_27072,320,1.332
emd_27073,320,1.329
emd_27074,400,1.07
emd_27080,256,1.672
emd_27196,256,1.03
emd_31496,512,0.5235
emd_31497,400,0.675
emd_31559,220,1.12
emd_31561,200,0.86
emd_32091,320,1.04
emd_32944,360,0.85
emd_33524,280,1.01
emd_33600,320,0.9700001
emd_13960,288,0.93
emd_14532,320,0.9
emd_14533,320,0.9
emd_14731,432,0.8600001
emd_25414,440,0.852
emd_25416,320,0.85200006
emd_25787,256,0.825
emd_25790,256,0.825
emd_25868,440,0.88000005
emd_25869,400,0.88
emd_26115,256,1.092
emd_26280,240,1.06
emd_26575,352,0.826
emd_26576,352,0.826
emd_26578,352,0.826
emd_26579,352,0.826
emd_26627,384,0.8500001
emd_26826,300,1.617
emd_26926,420,1.1
emd_31398,360,1.04
emd_31478,270,1.014
emd_32964,180,1.087
emd_32978,360,1.356
emd_33057,256,1.071
emd_33058,256,1.071
emd_33230,180,1.087
emd_33231,180,1.087
emd_33305,256,1.06
emd_33306,256,1.06
emd_13255,256,0.859
emd_25870,400,0.88
emd_25871,400,0.88
emd_26233,400,1.4319999
emd_26633,512,0.85
emd_27104,400,1.1
emd_27202,256,1.083
emd_27222,320,1.083
emd_31411,580,1.0660001
emd_31412,580,1.0660001
emd_31413,580,1.0660001
emd_31414,580,1.0660001
emd_31446,196,0.996
emd_31477,400,0.82
emd_32317,400,1.338
emd_32480,320,1.07
emd_32745,360,1.08
emd_32747,360,1.08
emd_32988,440,1.07
emd_33194,320,1.06
emd_33195,320,1.06
emd_13053,200,1.296
emd_13935,184,1.09
emd_14441,480,0.8357
emd_14442,420,0.9550952
emd_14510,384,1.094
emd_14511,200,1.094
emd_14513,256,0.8512
emd_24490,256,1.14413
emd_25376,512,0.84
emd_26634,512,0.85
emd_26993,288,0.727
emd_27107,400,1.1
emd_30826,240,1.061
emd_31416,580,1.0660001
emd_31445,194,0.996
emd_31454,350,1.07
emd_31547,240,1.01
